raw,sub,rating,start,end
Former Cruz Azul player in the legendary 70s team and Mexican international Nacho Flores gunned down last night outside Mexico City,70s team and Mexican international Nacho Flores gunned down last night outside Mexico City,0.66,7,20
Family Guy is on some other crap tonight,Family Guy is on,0.66,0,3
Family Guy is on some other crap tonight,some other crap,0.0,4,6
Family Guy is on some other crap tonight,tonight,0.66,7,7
Independence Day SMS Messages Songs and Poems 1 15 August Independence Day Freedom in the Mind Faith in the w http bit ly reBozv,Independence Day SMS Messages Songs and Poems 1 15 August Independence Day Freedom in the Mind,0.66,0,15
Independence Day SMS Messages Songs and Poems 1 15 August Independence Day Freedom in the Mind Faith in the w http bit ly reBozv,Faith,1.0,16,16
Independence Day SMS Messages Songs and Poems 1 15 August Independence Day Freedom in the Mind Faith in the w http bit ly reBozv,in the w http,0.66,17,20
I m hanging out with Green day tonight gonna invite the 4 Non blondes to join us after a while i love Music,I m hanging out with Green day tonight,0.66,0,7
I m hanging out with Green day tonight gonna invite the 4 Non blondes to join us after a while i love Music,gonna,0.33,8,8
I m hanging out with Green day tonight gonna invite the 4 Non blondes to join us after a while i love Music,invite the 4 Non blondes to join us after a,0.66,9,18
I m hanging out with Green day tonight gonna invite the 4 Non blondes to join us after a while i love Music,while i love,1.0,19,21
The safest place to be in Tottenham tonight is the Spurs trophy cabinet There s no chance of looters visiting there,The,0.66,0,0
The safest place to be in Tottenham tonight is the Spurs trophy cabinet There s no chance of looters visiting there,safest,1.0,1,1
The safest place to be in Tottenham tonight is the Spurs trophy cabinet There s no chance of looters visiting there,place to be in Tottenham tonight is the Spurs trophy cabinet There s no chance,0.66,2,16
The safest place to be in Tottenham tonight is the Spurs trophy cabinet There s no chance of looters visiting there,of looters,0.33,17,18
The safest place to be in Tottenham tonight is the Spurs trophy cabinet There s no chance of looters visiting there,visiting there,0.66,19,20
Hondo s bread on Fred Hondo endured his customary Saturday night wipeout last night crashing with the Yankees http nyp st qUk28A,Hondo s bread on Fred Hondo endured his customary Saturday night wipeout last night crashing with the Yankees http,0.66,0,18
LynneMcGranger I would also just like to point out that the Eagles had a win today,LynneMcGranger I would also,0.66,0,3
LynneMcGranger I would also just like to point out that the Eagles had a win today,just like to point out,1.0,4,8
LynneMcGranger I would also just like to point out that the Eagles had a win today,that the Eagles,0.66,9,11
LynneMcGranger I would also just like to point out that the Eagles had a win today,had a win,1.0,12,14
LynneMcGranger I would also just like to point out that the Eagles had a win today,today,0.66,15,15
LynneMcGranger I would also just like to point out that the Eagles had a win today,,1.0,16,16
I reckon the match between Bolton and Man City should be good tomorrow footballseason,I reckon the match between Bolton and Man City,0.66,0,8
I reckon the match between Bolton and Man City should be good tomorrow footballseason,should be good,1.0,9,11
I reckon the match between Bolton and Man City should be good tomorrow footballseason,tomorrow footballseason,0.66,12,13
Well hell I m drivin by myself in NEBRASKA tomorrow Why do I get the feeling that this will not end well,Well hell I m drivin by myself in NEBRASKA tomorrow Why do I get the feeling that,0.66,0,16
Well hell I m drivin by myself in NEBRASKA tomorrow Why do I get the feeling that this will not end well,this will not end,0.0,17,20
Today is National Bratwurst Day Also another Recall Election day in Wisconsin GET OUT THE BRAT I mean VOTE WI holiday vote,Today is National Bratwurst Day Also another Recall Election day in Wisconsin,0.66,0,11
Today is National Bratwurst Day Also another Recall Election day in Wisconsin GET OUT THE BRAT I mean VOTE WI holiday vote,GET OUT THE BRAT,0.33,12,15
Today is National Bratwurst Day Also another Recall Election day in Wisconsin GET OUT THE BRAT I mean VOTE WI holiday vote,I mean VOTE WI holiday vote,0.66,16,21
Sept 11th Sunday Night Football Cowboys vs Jets OH BOY OH BOY I can t wait to see the Cowboys ruin the jets opening day,Sept 11th Sunday Night Football Cowboys vs Jets OH BOY OH BOY I,0.66,0,12
Sept 11th Sunday Night Football Cowboys vs Jets OH BOY OH BOY I can t wait to see the Cowboys ruin the jets opening day,can t,1.0,13,14
Sept 11th Sunday Night Football Cowboys vs Jets OH BOY OH BOY I can t wait to see the Cowboys ruin the jets opening day,wait to see the Cowboys ruin the jets opening,0.66,15,23
Come One Come All Bring your Blankets Chairs Picnic Stuff watch CROOKLYN under the Brooklyn Bridge Gonna be a FUN CROOKLYN Summer Night YO,Come One Come All Bring your Blankets Chairs Picnic Stuff watch CROOKLYN under the Brooklyn Bridge,0.66,0,15
Come One Come All Bring your Blankets Chairs Picnic Stuff watch CROOKLYN under the Brooklyn Bridge Gonna be a FUN CROOKLYN Summer Night YO,Gonna be,1.0,16,17
Come One Come All Bring your Blankets Chairs Picnic Stuff watch CROOKLYN under the Brooklyn Bridge Gonna be a FUN CROOKLYN Summer Night YO,a,0.66,18,18
Hello there I hear that the stinking working class were rioting in London last night do you see why I m in Italy bloody Rif Raf Hear Hear,Hello there I hear that the,0.66,0,5
Hello there I hear that the stinking working class were rioting in London last night do you see why I m in Italy bloody Rif Raf Hear Hear,stinking,0.0,6,6
Hello there I hear that the stinking working class were rioting in London last night do you see why I m in Italy bloody Rif Raf Hear Hear,working class,0.66,7,8
Hello there I hear that the stinking working class were rioting in London last night do you see why I m in Italy bloody Rif Raf Hear Hear,were,0.0,9,9
Hello there I hear that the stinking working class were rioting in London last night do you see why I m in Italy bloody Rif Raf Hear Hear,rioting in London last night do you see why I m in Italy bloody Rif,0.66,10,24
Ideal weekend getaways With Raksha Bandhan and Independence Day falling on Saturday and Monday this time it ma http bit ly ntzCEC,Ideal,1.0,0,0
Ideal weekend getaways With Raksha Bandhan and Independence Day falling on Saturday and Monday this time it ma http bit ly ntzCEC,weekend getaways With Raksha Bandhan and Independence Day falling on Saturday and Monday this time it ma http,0.66,1,18
COWBOYS RT AdamSchefter NFL just declared Terrelle Pryor eligible for the supplemental that will take place Monday Aug 22,COWBOYS RT AdamSchefter NFL just declared Terrelle Pryor eligible for the supplemental that will take place Monday Aug 22,0.66,0,21
It s 04 33 am pfloyd325 It s raining cats lions here lots of thunder lightening Sure hope it doesn t head ur way spoil Mon,It s 04 33 am pfloyd325 It s raining cats lions here lots,0.66,0,12
It s 04 33 am pfloyd325 It s raining cats lions here lots of thunder lightening Sure hope it doesn t head ur way spoil Mon,of thunder lightening,0.0,13,15
It s 04 33 am pfloyd325 It s raining cats lions here lots of thunder lightening Sure hope it doesn t head ur way spoil Mon,Sure hope it doesn t head ur way,0.66,16,23
It s 04 33 am pfloyd325 It s raining cats lions here lots of thunder lightening Sure hope it doesn t head ur way spoil Mon,spoil,0.0,24,24
It s 04 33 am pfloyd325 It s raining cats lions here lots of thunder lightening Sure hope it doesn t head ur way spoil Mon,Mon,0.66,25,25
7 of the top 10 Search Engine referrals for TVE today are Mike Molly related thanks to Melissa McCarthy s win at the Emmys,7 of the top 10 Search Engine referrals for TVE today are Mike Molly related thanks to Melissa McCarthy s win at the Emmys,0.66,0,23
Derrick Mason at the slot though I can just hear it now Sanchez to Mason 1st down ANOTHER 3rd down conversion All year Jets,Derrick Mason at the slot though I can just hear it now Sanchez to Mason 1st down ANOTHER 3rd down conversion All,0.66,0,21
I downloaded the first season of Dexter gonna start watching the 2nd episode Time to tweet twittwit,I downloaded the first season of Dexter,0.66,0,6
I downloaded the first season of Dexter gonna start watching the 2nd episode Time to tweet twittwit,gonna start watching,1.0,7,9
I downloaded the first season of Dexter gonna start watching the 2nd episode Time to tweet twittwit,the 2nd episode,0.66,10,12
I downloaded the first season of Dexter gonna start watching the 2nd episode Time to tweet twittwit,Time to tweet,1.0,13,15
I downloaded the first season of Dexter gonna start watching the 2nd episode Time to tweet twittwit,twittwit,0.66,16,17
Mark_Ingram28 cause ur cool since BAMA Mark Awesome Roll Tide watching you every Sunday God Bless RTR,Mark_Ingram28 cause ur,0.66,0,2
Mark_Ingram28 cause ur cool since BAMA Mark Awesome Roll Tide watching you every Sunday God Bless RTR,cool,1.0,3,3
Mark_Ingram28 cause ur cool since BAMA Mark Awesome Roll Tide watching you every Sunday God Bless RTR,since BAMA Mark,0.66,4,6
Mark_Ingram28 cause ur cool since BAMA Mark Awesome Roll Tide watching you every Sunday God Bless RTR,Awesome,1.0,7,7
Mark_Ingram28 cause ur cool since BAMA Mark Awesome Roll Tide watching you every Sunday God Bless RTR,Roll Tide watching you every Sunday God,0.66,8,14
Mark_Ingram28 cause ur cool since BAMA Mark Awesome Roll Tide watching you every Sunday God Bless RTR,Bless RTR,1.0,15,17
Cowboys tonight to see eli young band,Cowboys tonight to see eli young band,0.66,0,7
I will be out of town and will miss this but you should go Nuit Blanche DC event Sept 24 http www artallnightdc com ArtAllNightDC,I will be out of town and will,0.66,0,7
I will be out of town and will miss this but you should go Nuit Blanche DC event Sept 24 http www artallnightdc com ArtAllNightDC,miss,0.0,8,8
I will be out of town and will miss this but you should go Nuit Blanche DC event Sept 24 http www artallnightdc com ArtAllNightDC,this but you should go Nuit Blanche DC event Sept 24 http www,0.66,9,21
In Hastings Nebraska it s illegal to have sex without wearing a night shirt,In Hastings Nebraska it s illegal to have sex without wearing a night,0.66,0,12
missDCdarling We ve got Leonardo da Vinci Painter at the Court of Milan coming up in November how does that sound http bit ly bPsEL2,missDCdarling We ve got Leonardo da Vinci Painter at the Court of Milan coming up in November how does that sound,0.66,0,20
Can someone txt me reply me if we get any SWR related news tonight I ll be at young adults at Church so no Internet,Can someone txt me reply me if we get any SWR related news tonight I ll be at young adults at Church so no Internet,0.66,0,24
limeflowertea ikr Came across it randomly while doing my PR Clipping report this morning The email contact is merlin merlinmedia,limeflowertea ikr Came across it randomly while doing my PR Clipping report this morning The email contact is merlin merlinmedia,0.66,0,20
August 14 is Pakistan s independence day Get ready for the celebrations with a patriotic PicBadge http bit ly p5hJ7p Thanks JustSheen,August 14 is Pakistan s independence day Get ready for the celebrations with a patriotic PicBadge http bit ly p5hJ7p,0.66,0,19
Melissa McCarthy Jane Lynch make Emmy night Chicagoriffic http bit ly oXNr3V,Melissa McCarthy Jane Lynch make Emmy night,0.66,0,6
Melissa McCarthy Jane Lynch make Emmy night Chicagoriffic http bit ly oXNr3V,Chicagoriffic,1.0,7,7
Melissa McCarthy Jane Lynch make Emmy night Chicagoriffic http bit ly oXNr3V,http,0.66,8,8
Watched Aladdin on VHS last night talk about high definition stoneage,Watched Aladdin on VHS last night,0.66,0,5
Watched Aladdin on VHS last night talk about high definition stoneage,talk about,0.33,6,7
Watched Aladdin on VHS last night talk about high definition stoneage,high definition stoneage,0.66,8,10
After losing 2 last week today the GOP is trying to win 2 Senate seats in Wisconsin by recalling 2 Democrats It looks like they ll fail,After losing 2 last week today the GOP is trying to win 2 Senate seats in Wisconsin by recalling 2 Democrats It,0.66,0,21
